cell_id,ix,iy,xmin_km,xmax_km,ymin_km,ymax_km,x_center_km,y_center_km,centroid_longitude,centroid_latitude,onset_bin,onset_minutes,onset_hours,support_candidate_next1,support_candidate_next2,total_cell_events,peak_count,peak_rate_per_hour,confidence_class,occupied,distance_to_mw64_km,distance_to_mw71_km
161,2,49,-25.0,-24.0,20.0,21.0,-24.5,20.5,-117.81485996301863,35.92467208711898,,,,,,0,0,0.0,no events,False,37.94256081793147,25.950806117522536
162,2,50,-25.0,-24.0,21.0,22.0,-24.5,21.5,-117.81489072563411,35.93368447460573,,,,,,0,0,0.0,no events,False,38.59568060244994,26.597953619483313
163,2,51,-25.0,-24.0,22.0,23.0,-24.5,22.5,-117.81492149969289,35.9426968485152,,,,,,0,0,0.0,no events,False,39.263407912587425,27.26642505608548
164,2,52,-25.0,-24.0,23.0,24.0,-24.5,23.5,-117.81495228520028,35.95170920884601,,,,,,0,0,0.0,no events,False,39.945010209713736,27.954690732219998
165,2,53,-25.0,-24.0,24.0,25.0,-24.5,24.5,-117.8149830821617,35.960721555596784,,,,,,0,0,0.0,no events,False,40.639789374430045,28.66132468203462
166,2,54,-25.0,-24.0,25.0,26.0,-24.5,25.5,-117.81501389058263,35.96973388876617,,,,,,0,0,0.0,no events,False,41.34708115625502,29.38500180575029
167,2,55,-25.0,-24.0,26.0,27.0,-24.5,26.5,-117.81504471046846,35.97874620835276,,,,,,0,0,0.0,no events,False,42.06625440761087,30.124493850003326
168,3,0,-24.0,-23.0,-29.0,-28.0,-23.5,-28.5,-117.80234710415598,35.48307274732195,,,,,,0,0,0.0,no events,False,37.19194247135342,37.65709941105555
169,3,1,-24.0,-23.0,-28.0,-27.0,-23.5,-27.5,-117.80237607963146,35.49208580282707,,,,,,0,0,0.0,no events,False,36.54078850457889,36.79760772997425
170,3,2,-24.0,-23.0,-27.0,-26.0,-23.5,-26.5,-117.80240506583326,35.50109884482547,,,,,,0,0,0.0,no events,False,35.90568011165179,35.94538542350049
171,3,3,-24.0,-23.0,-26.0,-25.0,-23.5,-25.5,-117.80243406276637,35.510111873315694,,,,,,0,0,0.0,no events,False,35.28748367373578,35.10096197882534
172,3,4,-24.0,-23.0,-25.0,-24.0,-23.5,-24.5,-117.80246307043582,35.519124888296325,,,,,,0,0,0.0,no events,False,34.687103421416886,34.26491398550247
173,3,5,-24.0,-23.0,-24.0,-23.0,-23.5,-23.5,-117.80249208884668,35.5281378897659,,,,,,0,0,0.0,no events,False,34.10548025628687,33.43786968436869
174,3,6,-24.0,-23.0,-23.0,-22.0,-23.5,-22.5,-117.80252111800394,35.53715087772299,,,,,,0,0,0.0,no events,False,33.54358989815902,32.6205139080267
175,3,7,-24.0,-23.0,-22.0,-21.0,-23.5,-21.5,-117.80255015791263,35.54616385216615,,,,,,0,0,0.0,no events,False,33.00244025825632,31.813593418831267
176,3,8,-24.0,-23.0,-21.0,-20.0,-23.5,-20.5,-117.8025792085778,35.55517681309396,,,,,,0,0,0.0,no events,False,32.483067939215346,31.01792263859146
177,3,9,-24.0,-23.0,-20.0,-19.0,-23.5,-19.5,-117.8026082700045,35.56418976050495,,,,,,0,0,0.0,no events,False,31.98653376794025,30.234389747580238
178,3,10,-24.0,-23.0,-19.0,-18.0,-23.5,-18.5,-117.80263734219773,35.57320269439773,,,,,,0,0,0.0,no events,False,31.513917278426117,29.463963107557774
179,3,11,-24.0,-23.0,-18.0,-17.0,-23.5,-17.5,-117.80266642516254,35.58221561477084,,,,,,0,0,0.0,no events,False,31.066310079817754,28.707697932757792
180,3,12,-24.0,-23.0,-17.0,-16.0,-23.5,-16.5,-117.802695518904,35.59122852162285,,,,,,0,0,0.0,no events,False,30.64480807117722,27.966743092348214
181,3,13,-24.0,-23.0,-16.0,-15.0,-23.5,-15.5,-117.80272462342715,35.60024141495234,,,,,,0,0,0.0,no events,False,30.250502499350166,27.24234787584116
182,3,14,-24.0,-23.0,-15.0,-14.0,-23.5,-14.5,-117.8027537387371,35.609254294757875,,,,,,0,0,0.0,no events,False,29.884469900051645,26.535868487450863
183,3,15,-24.0,-23.0,-14.0,-13.0,-23.5,-13.5,-117.80278286483885,35.618267161038034,,,,,,0,0,0.0,no events,False,29.5477610141783,25.848773955029824
184,3,16,-24.0,-23.0,-13.0,-12.0,-23.5,-12.5,-117.80281200173742,35.62728001379138,,,,,,0,0,0.0,no events,False,29.241388829788796,25.182651043390344
185,3,17,-24.0,-23.0,-12.0,-11.0,-23.5,-11.5,-117.80284114943797,35.63629285301649,,,,,,0,0,0.0,no events,False,28.966315962489933,24.539207651595216
186,3,18,-24.0,-23.0,-11.0,-10.0,-23.5,-10.5,-117.80287030794548,35.64530567871196,,,,,,0,0,0.0,no events,False,28.72344164933411,23.920274052841656
187,3,19,-24.0,-23.0,-10.0,-9.0,-23.5,-9.5,-117.80289947726509,35.65431849087636,,,,,,0,0,0.0,no events,False,28.513588689019898,23.32780121138703
188,3,20,-24.0,-23.0,-9.0,-8.0,-23.5,-8.5,-117.80292865740184,35.66333128950824,,,,,,0,0,0.0,no events,False,28.33749070878552,22.76385529634492
189,3,21,-24.0,-23.0,-8.0,-7.0,-23.5,-7.5,-117.80295784836082,35.67234407460624,,,,,,0,0,0.0,no events,False,28.195780170344776,22.2306074264261
190,3,22,-24.0,-23.0,-7.0,-6.0,-23.5,-6.5,-117.80298705014712,35.68135684616887,,,,,,0,0,0.0,no events,False,28.08897753849915,21.730317649376683
191,3,23,-24.0,-23.0,-6.0,-5.0,-23.5,-5.5,-117.80301626276582,35.69036960419476,,,,,,0,0,0.0,no events,False,28.017482022876575,21.265312218205317
192,3,24,-24.0,-23.0,-5.0,-4.0,-23.5,-4.5,-117.803045486222,35.699382348682505,,,,,,0,0,0.0,no events,False,27.981564263745412,20.837953410368613
193,3,25,-24.0,-23.0,-4.0,-3.0,-23.5,-3.5,-117.80307472052074,35.708395079630655,,,,,,0,0,0.0,no events,False,27.981361267637006,20.450601480827732
194,3,26,-24.0,-23.0,-3.0,-2.0,-23.5,-2.5,-117.80310396566716,35.71740779703783,,,,,,0,0,0.0,no events,False,28.01687381086474,20.10556886841489
195,3,27,-24.0,-23.0,-2.0,-1.0,-23.5,-1.5,-117.80313322166636,35.72642050090259,,,,,,0,0,0.0,no events,False,28.087966424748885,19.805067485810657
196,3,28,-24.0,-23.0,-1.0,0.0,-23.5,-0.5,-117.80316248852344,35.73543319122355,,,,,,0,0,0.0,no events,False,28.19436996319873,19.551150777190966
197,3,29,-24.0,-23.0,0.0,1.0,-23.5,0.5,-117.80319176624349,35.74444586799928,,,,,,0,0,0.0,no events,False,28.335686640094412,19.34565313726563
198,3,30,-24.0,-23.0,1.0,2.0,-23.5,1.5,-117.80322105483164,35.75345853122839,,,,,,0,0,0.0,no events,False,28.511397319484836,19.190130116868307
199,3,31,-24.0,-23.0,2.0,3.0,-23.5,2.5,-117.80325035429298,35.76247118090947,,,,,,0,0,0.0,no events,False,28.720870753746816,19.08580342813151
200,3,32,-24.0,-23.0,3.0,4.0,-23.5,3.5,-117.80327966463268,35.77148381704112,,,,,,0,0,0.0,no events,False,28.96337439935705,19.033514943178968
201,3,33,-24.0,-23.0,4.0,5.0,-23.5,4.5,-117.80330898585578,35.78049643962193,,,,,,0,0,0.0,no events,False,29.238086400126008,19.033693537701964
202,3,34,-24.0,-23.0,5.0,6.0,-23.5,5.5,-117.80333831796744,35.78950904865048,,,,,,0,0,0.0,no events,False,29.544108314266918,19.086337738866984
203,3,35,-24.0,-23.0,6.0,7.0,-23.5,6.5,-117.8033676609728,35.7985216441254,,,,,,0,0,0.0,no events,False,29.880478172697266,19.19101578544082
204,3,36,-24.0,-23.0,7.0,8.0,-23.5,7.5,-117.80339701487698,35.80753422604529,,,,,,0,0,0.0,no events,False,30.246183487721886,19.346883094493002
205,3,37,-24.0,-23.0,8.0,9.0,-23.5,8.5,-117.80342637968512,35.81654679440874,,,,,,0,0,0.0,no events,False,30.640173878697915,19.552715516442202
206,3,38,-24.0,-23.0,9.0,10.0,-23.5,9.5,-117.80345575540235,35.82555934921435,,,,,,0,0,0.0,no events,False,31.061373038884554,19.806955411215025
207,3,39,-24.0,-23.0,10.0,11.0,-23.5,10.5,-117.80348514203382,35.83457189046073,,,,,,0,0,0.0,no events,False,31.50868983002382,20.107766689933534
208,3,40,-24.0,-23.0,11.0,12.0,-23.5,11.5,-117.80351453958468,35.8435844181465,,,,,,0,0,0.0,no events,False,31.98102835351841,20.453094627751106
209,3,41,-24.0,-23.0,12.0,13.0,-23.5,12.5,-117.80354394806004,35.85259693227025,,,,,,0,0,0.0,no events,False,32.47729690556852,20.84072643759525
210,3,42,-24.0,-23.0,13.0,14.0,-23.5,13.5,-117.80357336746508,35.86160943283059,,,,,,0,0,0.0,no events,False,32.996415775601335,21.26834918468338
211,3,43,-24.0,-23.0,14.0,15.0,-23.5,14.5,-117.80360279780496,35.87062191982616,,,,,,0,0,0.0,no events,False,33.53732389115529,21.73360245418515
212,3,44,-24.0,-23.0,15.0,16.0,-23.5,15.5,-117.80363223908483,35.87963439325552,,,,,,0,0,0.0,no events,False,34.098984347398925,22.23412409409247
213,3,45,-24.0,-23.0,16.0,17.0,-23.5,16.5,-117.80366169130988,35.888646853117315,,,,,,0,0,0.0,no events,False,34.68038888576741,22.767588208381753
214,3,46,-24.0,-23.0,17.0,18.0,-23.5,17.5,-117.8036911544852,35.89765929941016,,,,,,0,0,0.0,no events,False,35.280561404432916,23.331735285258667
215,3,47,-24.0,-23.0,18.0,19.0,-23.5,18.5,-117.80372062861602,35.90667173213266,,,,,,0,0,0.0,no events,False,35.89856059448434,23.92439487252133
216,3,48,-24.0,-23.0,19.0,20.0,-23.5,19.5,-117.8037501137075,35.91568415128346,,,,,,0,0,0.0,no events,False,36.53348180094208,24.54350155563108
217,3,49,-24.0,-23.0,20.0,21.0,-23.5,20.5,-117.8037796097648,35.924696556861136,,,,,,0,0,0.0,no events,False,37.18445820828465,25.187105177177585
218,3,50,-24.0,-23.0,21.0,22.0,-23.5,21.5,-117.80380911679316,35.933708948864336,,,,,,0,0,0.0,no events,False,37.850661447160604,25.853376294038394
219,3,51,-24.0,-23.0,22.0,23.0,-23.5,22.5,-117.80383863479766,35.942721327291686,,,,,,0,0,0.0,no events,False,38.531301713431276,26.540607837728338
220,3,52,-24.0,-23.0,23.0,24.0,-23.5,23.5,-117.80386816378356,35.95173369214178,,,,,,0,0,0.0,no events,False,39.22562748351356,27.24721385740251
221,3,53,-24.0,-23.0,24.0,25.0,-23.5,24.5,-117.80389770375606,35.96074604341326,,,,,,0,0,0.0,no events,False,39.93292490188111,27.971726110234385
222,3,54,-24.0,-23.0,25.0,26.0,-23.5,25.5,-117.80392725472028,35.96975838110476,,,,,,0,0,0.0,no events,False,40.652516908097816,28.712789139700597
223,3,55,-24.0,-23.0,26.0,27.0,-23.5,26.5,-117.80395681668148,35.978770705214906,,,,,,0,0,0.0,no events,False,41.383762162315314,29.469154361397088
224,4,0,-23.0,-22.0,-29.0,-28.0,-22.5,-28.5,-117.79132770059478,35.48309598706588,,,,,,0,0,0.0,no events,False,36.44566634887751,37.16184959217021
225,4,1,-23.0,-22.0,-28.0,-27.0,-22.5,-27.5,-117.79135544309776,35.492109046833605,,,,,,0,0,0.0,no events,False,35.7809339643001,36.290630522299026
226,4,2,-23.0,-22.0,-27.0,-26.0,-22.5,-26.5,-117.79138319587064,35.50112209309594,,,,,,0,0,0.0,no events,False,35.13209181220934,35.42621433770425
227,4,3,-23.0,-22.0,-26.0,-25.0,-22.5,-25.5,-117.7914109589182,35.510135125851434,,,,,,1,1,2.0,no onset,True,34.50003644701565,34.56911136977494
228,4,4,-23.0,-22.0,-25.0,-24.0,-22.5,-24.5,-117.7914387322453,35.51914814509863,,,,,,0,0,0.0,no events,False,33.88570723165315,33.7198792923528
229,4,5,-23.0,-22.0,-24.0,-23.0,-22.5,-23.5,-117.79146651585668,35.52816115083613,,,,,,0,0,0.0,no events,False,33.29008552607237,32.87912800069041
230,4,6,-23.0,-22.0,-23.0,-22.0,-22.5,-22.5,-117.79149430975724,35.53717414306245,,,,,,0,0,0.0,no events,False,32.71419315950059,32.04752496965599
231,4,7,-23.0,-22.0,-22.0,-21.0,-22.5,-21.5,-117.7915221139517,35.54618712177618,,,,,,0,0,0.0,no events,False,32.159090065190234,31.225801115034102
232,4,8,-23.0,-22.0,-21.0,-20.0,-22.5,-20.5,-117.79154992844497,35.55520008697587,,,,,,0,0,0.0,no events,False,31.62587095346023,30.414757172639163
233,4,9,-23.0,-22.0,-20.0,-19.0,-22.5,-19.5,-117.79157775324178,35.56421303866009,,,,,,0,0,0.0,no events,False,31.115660901045015,29.615270595852166
234,4,10,-23.0,-22.0,-19.0,-18.0,-22.5,-18.5,-117.79160558834702,35.57322597682741,,,,,,0,0,0.0,no events,False,30.629609743722227,28.828302951448364
235,4,11,-23.0,-22.0,-18.0,-17.0,-22.5,-17.5,-117.79163343376554,35.5822389014764,,,,,,0,0,0.0,no events,False,30.168885176562718,28.05490776415825
236,4,12,-23.0,-22.0,-17.0,-16.0,-22.5,-16.5,-117.79166128950212,35.59125181260562,,,,,,0,0,0.0,no events,False,29.734664493491902,27.296238719837714
237,4,13,-23.0,-22.0,-16.0,-15.0,-22.5,-15.5,-117.79168915556164,35.60026471021365,,,,,,0,0,0.0,no events,False,29.328124936388793,26.553558082586747
238,4,14,-23.0,-22.0,-15.0,-14.0,-22.5,-14.5,-117.79171703194888,35.60927759429906,,,,,,0,0,0.0,no events,False,28.95043267428541,25.828245109574297
239,4,15,-23.0,-22.0,-14.0,-13.0,-22.5,-13.5,-117.79174491866874,35.61829046486042,,,,,,0,0,0.0,no events,False,28.602730495046,25.121804155657074
240,4,16,-23.0,-22.0,-13.0,-12.0,-22.5,-12.5,-117.79177281572603,35.627303321896306,,,,,,0,0,0.0,no events,False,28.28612436365464,24.435872045624432
241,4,17,-23.0,-22.0,-12.0,-11.0,-22.5,-11.5,-117.79180072312566,35.63631616540529,,,,,,0,0,0.0,no events,False,28.001669079896626,23.772224153937934
242,4,18,-23.0,-22.0,-11.0,-10.0,-22.5,-10.5,-117.7918286408724,35.645328995385974,,,,,,0,0,0.0,no events,False,27.75035334917271,23.132778471684084
243,4,19,-23.0,-22.0,-10.0,-9.0,-22.5,-9.5,-117.79185656897114,35.6543418118369,,,,,,0,0,0.0,no events,False,27.533084657332587,22.519596764039786
244,4,20,-23.0,-22.0,-9.0,-8.0,-22.5,-8.5,-117.79188450742676,35.66335461475667,,,,,,0,0,0.0,no events,False,27.350674406525062,21.934881741415694
245,4,21,-23.0,-22.0,-8.0,-7.0,-22.5,-7.5,-117.7919124562441,35.67236740414386,,,,,,0,0,0.0,no events,False,27.203823816435204,21.38096900528206
246,4,22,-23.0,-22.0,-7.0,-6.0,-22.5,-6.5,-117.79194041542804,35.68138017999706,,,,,,0,0,0.0,no events,False,27.093111116657486,20.860312418556266
247,4,23,-23.0,-22.0,-6.0,-5.0,-22.5,-5.5,-117.79196838498342,35.69039294231485,,,,,,0,0,0.0,no events,False,27.018980545598897,20.37546153574719
248,4,24,-23.0,-22.0,-5.0,-4.0,-22.5,-4.5,-117.79199636491516,35.699405691095805,,,,,,0,0,0.0,no events,False,26.981733626054382,19.92902986574243
249,4,25,-23.0,-22.0,-4.0,-3.0,-22.5,-3.5,-117.79202435522812,35.70841842633853,,,,,,0,0,0.0,no events,False,26.981523107698273,19.523653090151807
250,4,26,-23.0,-22.0,-3.0,-2.0,-22.5,-2.5,-117.79205235592713,35.7174311480416,,,,,,0,0,0.0,no events,False,27.018349856258023,19.161936973582154
251,4,27,-23.0,-22.0,-2.0,-1.0,-22.5,-1.5,-117.7920803670171,35.72644385620361,,,,,,0,0,0.0,no events,False,27.0920628358023,18.846395601665463
252,4,28,-23.0,-22.0,-1.0,0.0,-22.5,-0.5,-117.79210838850295,35.735456550823166,,,,,,0,0,0.0,no events,False,27.202362184982437,18.5793817380831
253,4,29,-23.0,-22.0,0.0,1.0,-22.5,0.5,-117.79213642038954,35.74446923189883,,,,,,0,0,0.0,no events,False,27.348805242402538,18.363012398959935
254,4,30,-23.0,-22.0,1.0,2.0,-22.5,1.5,-117.79216446268178,35.75348189942922,,,,,,0,0,0.0,no events,False,27.53081524275601,18.199094014793616
255,4,31,-23.0,-22.0,2.0,3.0,-22.5,2.5,-117.79219251538451,35.76249455341291,,,,,,0,0,0.0,no events,False,27.74769229457954,18.08905253334838
256,4,32,-23.0,-22.0,3.0,4.0,-22.5,3.5,-117.79222057850272,35.771507193848514,,,,,,0,0,0.0,no events,False,27.99862617019933,18.033874241248824
257,4,33,-23.0,-22.0,4.0,5.0,-22.5,4.5,-117.79224865204124,35.780519820734625,,,,,,0,0,0.0,no events,False,28.282710392790737,18.034062735393775
258,4,34,-23.0,-22.0,5.0,6.0,-22.5,5.5,-117.79227673600502,35.78953243406984,,,,,,0,0,0.0,no events,False,28.598957094732935,18.089616285014422
259,4,35,-23.0,-22.0,6.0,7.0,-22.5,6.5,-117.79230483039892,35.79854503385277,,,,,,0,0,0.0,no events,False,28.946312142486775,18.200027910253308
260,4,36,-23.0,-22.0,7.0,8.0,-22.5,7.5,-117.79233293522792,35.807557620082,,,,,,0,0,0.0,no events,False,29.323670070340437,18.36430816908004
261,4,37,-23.0,-22.0,8.0,9.0,-22.5,8.5,-117.79236105049684,35.81657019275613,,,,,,0,0,0.0,no events,False,29.729888431309014,18.58102831179912
262,4,38,-23.0,-22.0,9.0,10.0,-22.5,9.5,-117.7923891762107,35.82558275187378,,,,,,0,0,0.0,no events,False,30.16380125053843,18.848379551537608
263,4,39,-23.0,-22.0,10.0,11.0,-22.5,10.5,-117.79241731237435,35.83459529743356,,,,,,0,0,0.0,no events,False,30.624231347511174,19.164243014368232
264,4,40,-23.0,-22.0,11.0,12.0,-22.5,11.5,-117.79244545899274,35.84360782943407,,,,,,0,0,0.0,no events,False,31.110001372063426,19.52626459179282
265,4,41,-23.0,-22.0,12.0,13.0,-22.5,12.5,-117.7924736160708,35.8526203478739,,,,,,0,0,0.0,no events,False,31.619943471070442,19.931929347246907
266,4,42,-23.0,-22.0,13.0,14.0,-22.5,13.5,-117.7925017836135,35.86163285275169,,,,,,0,0,0.0,no events,False,32.152907564598145,20.37863111444395
267,4,43,-23.0,-22.0,14.0,15.0,-22.5,14.5,-117.7925299616257,35.87064534406604,,,,,,0,0,0.0,no events,False,32.70776826078928,20.863734198209187
268,4,44,-23.0,-22.0,15.0,16.0,-22.5,15.5,-117.79255815011236,35.87965782181556,,,,,,0,0,0.0,no events,False,33.28343047742219,21.384625395093178
269,4,45,-23.0,-22.0,16.0,17.0,-22.5,16.5,-117.79258634907846,35.88867028599884,,,,,,0,0,0.0,no events,False,33.878833865546476,21.93875570499395
270,4,46,-23.0,-22.0,17.0,18.0,-22.5,17.5,-117.79261455852894,35.89768273661454,,,,,,0,0,0.0,no events,False,34.49295614807755,22.523672002547567
271,4,47,-23.0,-22.0,18.0,19.0,-22.5,18.5,-117.79264277846872,35.906695173661255,,,,,,0,0,0.0,no events,False,35.124815495274895,23.13703954859579
272,4,48,-23.0,-22.0,19.0,20.0,-22.5,19.5,-117.7926710089028,35.91570759713762,,,,,,0,0,0.0,no events,False,35.773472061305505,23.776656570431136
273,4,49,-23.0,-22.0,20.0,21.0,-22.5,20.5,-117.79269924983603,35.92472000704221,,,,,,0,0,0.0,no events,False,36.43802880322847,24.440462275971104
274,4,50,-23.0,-22.0,21.0,22.0,-22.5,21.5,-117.79272750127348,35.93373240337368,,,,,,0,0,0.0,no events,False,37.11763169719762,25.126539651494138
275,4,51,-23.0,-22.0,22.0,23.0,-22.5,22.5,-117.79275576322006,35.94274478613065,,,,,,0,0,0.0,no events,False,37.81146945772819,25.833114280958224
276,4,52,-23.0,-22.0,23.0,24.0,-22.5,23.5,-117.79278403568075,35.95175715531174,,,,,,0,0,0.0,no events,False,38.518772855539076,26.55855026254235
277,4,53,-23.0,-22.0,24.0,25.0,-22.5,24.5,-117.79281231866052,35.96076951091557,,,,,,0,0,0.0,no events,False,39.23881371856846,27.30134411788051
278,4,54,-23.0,-22.0,25.0,26.0,-22.5,25.5,-117.79284061216434,35.96978185294078,,,,,,0,0,0.0,no events,False,39.970903689864436,28.06011741311624
279,4,55,-23.0,-22.0,26.0,27.0,-22.5,26.5,-117.7928689161972,35.97879418138597,,,,,,0,0,0.0,no events,False,40.71439280559542,28.833608650892277
280,5,0,-22.0,-21.0,-29.0,-28.0,-21.5,-28.5,-117.78030829081456,35.483118216396434,,,,,,1,1,2.0,no onset,True,35.71179926067772,36.68717751705686
281,5,1,-22.0,-21.0,-28.0,-27.0,-21.5,-27.5,-117.7803348003416,35.49213128024145,,,,,,0,0,0.0,no events,False,35.03314496557287,35.80441024179818
282,5,2,-22.0,-21.0,-27.0,-26.0,-21.5,-26.5,-117.78036131968211,35.501144330582335,,,,,,0,0,0.0,no events,False,34.3701889131082,34.92796288588734
283,5,3,-22.0,-21.0,-26.0,-25.0,-21.5,-25.5,-117.78038784884068,35.510157367417655,,,,,,0,0,0.0,no events,False,33.72385692157183,34.0583233579233
284,5,4,-22.0,-21.0,-25.0,-24.0,-21.5,-24.5,-117.7804143878219,35.519170390745934,,,,,,0,0,0.0,no events,False,33.0951229852761,33.19602669820297
285,5,5,-22.0,-21.0,-24.0,-23.0,-21.5,-23.5,-117.7804409366304,35.52818340056577,,,,,,0,0,0.0,no events,False,32.485008929573226,32.34166024097626
286,5,6,-22.0,-21.0,-23.0,-22.0,-21.5,-22.5,-117.78046749527071,35.537196396875736,,,,,,0,0,0.0,no events,False,31.894583315954367,31.49586934405344
287,5,7,-22.0,-21.0,-22.0,-21.0,-21.5,-21.5,-117.78049406374755,35.546209379674345,,,,,,0,0,0.0,no events,False,31.324959451566045,30.65936373006827
288,5,8,-22.0,-21.0,-21.0,-20.0,-21.5,-20.5,-117.78052064206538,35.55522234896021,,,,,,0,0,0.0,no events,False,30.77729234981789,29.832924478293545
289,5,9,-22.0,-21.0,-20.0,-19.0,-21.5,-19.5,-117.7805472302289,35.56423530473185,,,,,,0,0,0.0,no events,False,30.252774486484064,29.017411695782013
290,5,10,-22.0,-21.0,-19.0,-18.0,-21.5,-18.5,-117.78057382824272,35.57324824698789,,,,,,0,0,0.0,no events,False,29.75263020094128,28.213772879879915
291,5,11,-22.0,-21.0,-18.0,-17.0,-21.5,-17.5,-117.78060043611144,35.58226117572684,,,,,,0,0,0.0,no events,False,29.278108607248956,27.423051958386903
292,5,12,-22.0,-21.0,-17.0,-16.0,-21.5,-16.5,-117.78062705383962,35.59127409094732,,,,,,0,0,0.0,no events,False,28.83047490697591,26.646398955718734
293,5,13,-22.0,-21.0,-16.0,-15.0,-21.5,-15.5,-117.780653681432,35.60028699264787,,,,,,0,0,0.0,no events,False,28.411000037057295,25.885080179560365
294,5,14,-22.0,-21.0,-15.0,-14.0,-21.5,-14.5,-117.78068031889312,35.609299880827066,,,,,,0,0,0.0,no events,False,28.020948642927344,25.140488748176903
295,5,15,-22.0,-21.0,-14.0,-13.0,-21.5,-13.5,-117.78070696622764,35.61831275548351,,,,,,0,0,0.0,no events,False,27.661565440037442,24.41415517875132
296,5,16,-22.0,-21.0,-13.0,-12.0,-21.5,-12.5,-117.78073362344014,35.62732561661573,,,,,,0,0,0.0,no events,False,27.3340601143953,23.707757626715573
297,5,17,-22.0,-21.0,-12.0,-11.0,-21.5,-11.5,-117.78076029053533,35.63633846422235,,,,,,0,0,0.0,no events,False,27.0395910117235,23.02313120064321
298,5,18,-22.0,-21.0,-11.0,-10.0,-21.5,-10.5,-117.7807869675178,35.64535129830191,,,,,,0,0,0.0,no events,False,26.779247969746656,22.362275574658575
299,5,19,-22.0,-21.0,-10.0,-9.0,-21.5,-9.5,-117.78081365439222,35.654364118853024,,,,,,0,0,0.0,no events,False,26.554034751221565,21.727359882689658
300,5,20,-22.0,-21.0,-9.0,-8.0,-21.5,-8.5,-117.78084035116318,35.663376925874246,,,,,,0,0,0.0,no events,False,26.364851626985967,21.12072361608031
301,5,21,-22.0,-21.0,-8.0,-7.0,-21.5,-7.5,-117.78086705783538,35.67238971936417,,,,,,0,0,0.0,no events,False,26.21247872782898,20.544871979688583
302,5,22,-22.0,-21.0,-7.0,-6.0,-21.5,-6.5,-117.78089377441346,35.68140249932138,,,,,,0,0,0.0,no events,False,26.097560820904107,20.002463929644605
303,5,23,-22.0,-21.0,-6.0,-5.0,-21.5,-5.5,-117.78092050090204,35.69041526574445,,,,,,0,0,0.0,no events,False,26.020594162022725,19.496290976790277
304,5,24,-22.0,-21.0,-5.0,-4.0,-21.5,-4.5,-117.78094723730582,35.699428018631984,,,,,,0,0,0.0,no events,False,25.981916024200242,19.02924487326322
305,5,25,-22.0,-21.0,-4.0,-3.0,-21.5,-3.5,-117.78097398362942,35.708440757982565,,,,,,0,0,0.0,no events,False,25.98169740475967,18.604272601785727
306,5,26,-22.0,-21.0,-3.0,-2.0,-21.5,-2.5,-117.78100073987754,35.71745348379477,,,,,,0,0,0.0,no events,False,26.019939273111255,18.22431775503532
