event_code,origin_time_mech,latitude_mech,longitude_mech,depth_km_mech,mag_1,mag_2,P_axis_azimuth,P_axis_dip,T_axis_azimuth,T_axis_dip,N_axis_azimuth,N_axis_dip,strike_plane1,dip_plane1,rake_plane1,strike_plane2,dip_plane2,rake_plane2,focal_mech_score,n_hypo_stations,n_mech_stations,has_geometry,has_mechanism_core,time_key,origin_time_cat,latitude_cat,longitude_cat,depth_km_cat,magnitude
J2025120919044907,2025-12-09 10:04:49.070000+00:00,40.901833333333336,143.09616666666668,19.45,4.1,,,,,,,,,,,,,,,32,,False,False,2025-12-09 10:04:49,2025-12-09 10:04:49.070000+00:00,40.902059,143.096517,19.34,4.1
J2025121007143897,2025-12-09 22:14:38.970000+00:00,41.17583333333334,142.558,43.7,3.8,3.9,104.0,24.0,284.0,66.0,14.0,0.0,194.0,21.0,90.0,14.0,69.0,90.0,97.0,40,90.0,True,True,2025-12-09 22:14:39,2025-12-09 22:14:38.960000+00:00,41.175456,142.55887,43.87,3.8
J2025121007200270,2025-12-09 22:20:02.700000+00:00,40.85233333333333,143.00233333333333,16.59,4.4,4.4,,,,,,,,,,,,,,30,,False,False,2025-12-09 22:20:03,2025-12-09 22:20:02.700000+00:00,40.852161,143.003499,16.54,4.4
J2025121007494671,2025-12-09 22:49:46.710000+00:00,40.85066666666667,143.0045,17.66,3.8,,,,,,,,,,,,,,,34,,False,False,2025-12-09 22:49:47,2025-12-09 22:49:46.720000+00:00,40.850411,143.005615,17.8,3.8
J2025121008043604,2025-12-09 23:04:36.040000+00:00,41.2695,142.39816666666667,47.67,4.3,4.4,113.0,22.0,325.0,65.0,208.0,12.0,182.0,26.0,61.0,33.0,68.0,103.0,93.0,36,148.0,True,True,2025-12-09 23:04:36,2025-12-09 23:04:36.040000+00:00,41.268921,142.397738,47.72,4.3
J2025121015234827,2025-12-10 06:23:48.270000+00:00,41.031666666666666,142.7155,36.0,4.3,4.3,,,,,,,,,,,,,,40,,False,False,2025-12-10 06:23:48,2025-12-10 06:23:48.280000+00:00,41.031991,142.716081,36.07,4.3
J2025121018370283,2025-12-10 09:37:02.830000+00:00,41.16516666666666,142.5845,42.79,3.6,,117.0,27.0,286.0,63.0,25.0,4.0,218.0,19.0,104.0,23.0,72.0,85.0,88.0,40,59.0,True,True,2025-12-10 09:37:03,2025-12-10 09:37:02.830000+00:00,41.165177,142.585807,42.62,3.6
J2025121023012950,2025-12-10 14:01:29.500000+00:00,41.25266666666667,142.39233333333334,48.41,4.2,4.2,116.0,24.0,322.0,64.0,211.0,10.0,186.0,23.0,63.0,34.0,70.0,101.0,96.0,40,139.0,True,True,2025-12-10 14:01:30,,,,,
J2025121023522419,2025-12-10 14:52:24.190000+00:00,40.8365,142.7565,36.13,6.0,5.8,113.0,15.0,339.0,69.0,207.0,14.0,183.0,33.0,62.0,35.0,61.0,106.0,94.0,40,219.0,True,True,2025-12-10 14:52:24,2025-12-10 14:52:24.190000+00:00,40.834473,142.756527,36.04,6.0
J2025121110225761,2025-12-11 01:22:57.610000+00:00,40.908166666666666,143.0865,19.81,3.9,,,,,,,,,,,,,,,27,,False,False,2025-12-11 01:22:58,2025-12-11 01:22:57.610000+00:00,40.907678,143.085384,19.82,3.9
J2025121111222360,2025-12-11 02:22:23.600000+00:00,41.18483333333333,142.56633333333335,43.67,3.7,,,,,,,,,,,,,,,40,,False,False,2025-12-11 02:22:24,2025-12-11 02:22:23.600000+00:00,41.185018,142.567074,43.72,3.7
J2025121119121381,2025-12-11 10:12:13.810000+00:00,41.87016666666667,142.78633333333337,60.53,4.0,4.0,,,,,,,,,,,,,,40,,False,False,2025-12-11 10:12:14,,,,,
J2025121202041771,2025-12-11 17:04:17.710000+00:00,41.225,143.09733333333332,23.3,4.0,4.1,,,,,,,,,,,,,,38,,False,False,2025-12-11 17:04:18,2025-12-11 17:04:17.720000+00:00,41.225317,143.097477,23.25,4.0
J2025121203110558,2025-12-11 18:11:05.580000+00:00,41.247166666666665,142.819,28.6,4.5,4.4,,,,,,,,,,,,,,39,,False,False,2025-12-11 18:11:06,2025-12-11 18:11:05.600000+00:00,41.248303,142.81901,28.57,4.5
J2025121206395215,2025-12-11 21:39:52.150000+00:00,40.987,143.163,20.99,3.8,,,,,,,,,,,,,,,35,,False,False,2025-12-11 21:39:52,2025-12-11 21:39:52.160000+00:00,40.986369,143.162126,20.77,3.8
J2025121207091989,2025-12-11 22:09:19.890000+00:00,40.999833333333335,143.16733333333335,15.66,5.0,5.1,,,,,,,,,,,,,,28,,False,False,2025-12-11 22:09:20,2025-12-11 22:09:19.880000+00:00,41.001294,143.167415,16.05,5.0
J2025121208542149,2025-12-11 23:54:21.490000+00:00,40.933,143.03866666666667,19.97,3.8,,,,,,,,,,,,,,,18,,False,False,2025-12-11 23:54:21,2025-12-11 23:54:21.480000+00:00,40.93315,143.038151,19.91,3.8
J2025121208563359,2025-12-11 23:56:33.590000+00:00,42.3405,144.49,449.0,3.6,,,,,,,,,,,,,,,38,,False,False,2025-12-11 23:56:34,2025-12-11 23:56:33.600000+00:00,42.340759,144.491097,4.46,3.6
J2025121211441342,2025-12-12 02:44:13.420000+00:00,40.9,142.965,16.61,6.9,6.8,,,,,,,,,,,,,,37,,False,False,2025-12-12 02:44:13,2025-12-12 02:44:13.420000+00:00,40.899943,142.964372,16.47,6.9
J2025121211464936,2025-12-12 02:46:49.360000+00:00,40.895833333333336,142.95766666666665,21.98,4.3,,,,,,,,,,,,,,,16,,False,False,2025-12-12 02:46:49,2025-12-12 02:46:49.340000+00:00,40.894967,142.957894,21.89,4.3
J2025121211470534,2025-12-12 02:47:05.340000+00:00,40.95183333333333,143.011,19.75,4.4,,,,,,,,,,,,,,,22,,False,False,2025-12-12 02:47:05,2025-12-12 02:47:05.340000+00:00,40.95188,143.010352,19.71,4.4
J2025121211473436,2025-12-12 02:47:34.360000+00:00,40.9725,142.953,20.2,4.3,,,,,,,,,,,,,,,20,,False,False,2025-12-12 02:47:34,2025-12-12 02:47:34.370000+00:00,40.971663,142.952897,20.3,4.3
J2025121211475673,2025-12-12 02:47:56.730000+00:00,40.8925,142.9675,15.91,4.3,,,,,,,,,,,,,,,19,,False,False,2025-12-12 02:47:57,2025-12-12 02:47:56.720000+00:00,40.891341,142.968441,16.15,4.3
J2025121211485618,2025-12-12 02:48:56.180000+00:00,40.98366666666666,142.99883333333332,18.31,4.1,,,,,,,,,,,,,,,29,,False,False,2025-12-12 02:48:56,2025-12-12 02:48:56.200000+00:00,40.984493,143.000439,18.25,4.1
J2025121211493371,2025-12-12 02:49:33.710000+00:00,40.907,143.03083333333333,13.69,3.7,,,,,,,,,,,,,,,16,,False,False,2025-12-12 02:49:34,2025-12-12 02:49:33.710000+00:00,40.90638,143.031657,13.79,3.7
J2025121211505272,2025-12-12 02:50:52.720000+00:00,40.88433333333333,143.0295,13.91,3.6,,,,,,,,,,,,,,,23,,False,False,2025-12-12 02:50:53,2025-12-12 02:50:52.740000+00:00,40.8837,143.028825,13.25,3.6
J2025121211510829,2025-12-12 02:51:08.290000+00:00,40.91933333333333,143.05833333333334,11.96,3.8,,,,,,,,,,,,,,,20,,False,False,2025-12-12 02:51:08,2025-12-12 02:51:08.280000+00:00,40.918404,143.058691,12.17,3.8
J2025121211524296,2025-12-12 02:52:42.960000+00:00,40.91566666666667,143.054,16.81,3.6,,,,,,,,,,,,,,,28,,False,False,2025-12-12 02:52:43,2025-12-12 02:52:42.950000+00:00,40.914502,143.054248,16.87,3.6
J2025121211590303,2025-12-12 02:59:03.030000+00:00,40.9295,143.013,20.19,3.7,,,,,,,,,,,,,,,11,,False,False,2025-12-12 02:59:03,2025-12-12 02:59:03.030000+00:00,40.929712,143.012305,19.98,3.7
J2025121212001708,2025-12-12 03:00:17.080000+00:00,40.9565,143.07966666666667,18.06,3.5,,,,,,,,,,,,,,,18,,False,False,2025-12-12 03:00:17,2025-12-12 03:00:17.080000+00:00,40.956323,143.077409,17.76,3.5
J2025121212063434,2025-12-12 03:06:34.340000+00:00,40.92633333333333,142.99433333333334,17.27,4.4,,,,,,,,,,,,,,,33,,False,False,2025-12-12 03:06:34,2025-12-12 03:06:34.340000+00:00,40.925842,142.994694,17.28,4.4
J2025121212120318,2025-12-12 03:12:03.180000+00:00,40.828833333333336,143.0195,11.66,3.5,,,,,,,,,,,,,,,30,,False,False,2025-12-12 03:12:03,2025-12-12 03:12:03.180000+00:00,40.828805,143.019564,12.05,3.5
J2025121212140993,2025-12-12 03:14:09.930000+00:00,40.904833333333336,143.01,13.62,3.6,,,,,,,,,,,,,,,28,,False,False,2025-12-12 03:14:10,2025-12-12 03:14:09.930000+00:00,40.905204,143.008675,13.47,3.6
J2025121212145056,2025-12-12 03:14:50.560000+00:00,40.9125,143.02783333333332,15.34,4.0,,,,,,,,,,,,,,,26,,False,False,2025-12-12 03:14:51,2025-12-12 03:14:50.550000+00:00,40.913749,143.026286,15.47,4.0
J2025121212213907,2025-12-12 03:21:39.070000+00:00,40.98983333333334,143.0025,16.94,5.7,5.5,,,,,,,,,,,,,,32,,False,False,2025-12-12 03:21:39,2025-12-12 03:21:39.060000+00:00,40.989026,143.002165,17.02,5.7
J2025121212234171,2025-12-12 03:23:41.710000+00:00,40.80083333333333,143.02233333333334,11.0,4.0,,,,,,,,,,,,,,,7,,False,False,2025-12-12 03:23:42,2025-12-12 03:23:41.710000+00:00,40.799662,143.019059,9.19,4.0
J2025121212261145,2025-12-12 03:26:11.450000+00:00,40.99183333333333,142.99866666666668,17.85,4.4,,,,,,,,,,,,,,,34,,False,False,2025-12-12 03:26:11,2025-12-12 03:26:11.450000+00:00,40.992061,142.998991,17.84,4.4
J2025121212340775,2025-12-12 03:34:07.750000+00:00,40.914,142.9845,16.02,3.6,,,,,,,,,,,,,,,31,,False,False,2025-12-12 03:34:08,2025-12-12 03:34:07.740000+00:00,40.913668,142.98418,16.17,3.6
J2025121212345429,2025-12-12 03:34:54.290000+00:00,40.964666666666666,143.08733333333333,16.15,3.7,,,,,,,,,,,,,,,20,,False,False,2025-12-12 03:34:54,2025-12-12 03:34:54.300000+00:00,40.96495,143.087142,16.0,3.7
J2025121212391990,2025-12-12 03:39:19.900000+00:00,40.96783333333333,142.96766666666667,18.24,3.5,,,,,,,,,,,,,,,19,,False,False,2025-12-12 03:39:20,2025-12-12 03:39:19.890000+00:00,40.96897,142.967627,18.23,3.5
J2025121212542367,2025-12-12 03:54:23.670000+00:00,40.937666666666665,142.99533333333332,17.63,3.5,,,,,,,,,,,,,,,31,,False,False,2025-12-12 03:54:24,2025-12-12 03:54:23.680000+00:00,40.938338,142.995329,17.71,3.5
J2025121213582278,2025-12-12 04:58:22.780000+00:00,40.970666666666666,142.95966666666666,19.27,4.4,4.4,,,,,,,,,,,,,,33,,False,False,2025-12-12 04:58:23,2025-12-12 04:58:22.770000+00:00,40.970935,142.959456,19.35,4.4
J2025121214220005,2025-12-12 05:22:00.050000+00:00,41.16133333333333,142.58783333333332,41.23,3.6,,,,,,,,,,,,,,,40,,False,False,2025-12-12 05:22:00,2025-12-12 05:22:00.050000+00:00,41.1618,142.588965,41.12,3.6
J2025121214253919,2025-12-12 05:25:39.190000+00:00,40.86866666666667,142.93166666666667,16.02,3.8,,,,,,,,,,,,,,,34,,False,False,2025-12-12 05:25:39,2025-12-12 05:25:39.190000+00:00,40.8684,142.932487,15.84,3.8
J2025121214550202,2025-12-12 05:55:02.020000+00:00,40.936,142.93383333333333,20.17,3.7,,,,,,,,,,,,,,,40,,False,False,2025-12-12 05:55:02,2025-12-12 05:55:02.020000+00:00,40.935942,142.933773,20.0,3.7
J2025121216050894,2025-12-12 07:05:08.940000+00:00,40.99516666666667,143.05516666666668,17.31,4.2,4.1,,,,,,,,,,,,,,33,,False,False,2025-12-12 07:05:09,2025-12-12 07:05:08.940000+00:00,40.995052,143.055859,17.22,4.2
J2025121216090029,2025-12-12 07:09:00.290000+00:00,40.89483333333333,142.953,15.93,3.5,,,,,,,,,,,,,,,37,,False,False,2025-12-12 07:09:00,2025-12-12 07:09:00.290000+00:00,40.89484,142.952767,15.88,3.5
J2025121216554150,2025-12-12 07:55:41.500000+00:00,41.17816666666667,142.53766666666667,44.73,4.1,4.3,109.0,25.0,282.0,65.0,18.0,3.0,205.0,20.0,98.0,17.0,70.0,87.0,92.0,40,118.0,True,True,2025-12-12 07:55:42,2025-12-12 07:55:41.500000+00:00,41.178528,142.540088,44.69,4.1
J2025121217373499,2025-12-12 08:37:34.990000+00:00,40.94283333333333,143.038,17.47,3.5,,,,,,,,,,,,,,,32,,False,False,2025-12-12 08:37:35,2025-12-12 08:37:34.980000+00:00,40.943433,143.038493,17.43,3.5
J2025121218424938,2025-12-12 09:42:49.380000+00:00,40.839333333333336,143.01566666666668,18.28,3.6,,,,,,,,,,,,,,,32,,False,False,2025-12-12 09:42:49,2025-12-12 09:42:49.390000+00:00,40.838851,143.016325,18.06,3.6
J2025121219143313,2025-12-12 10:14:33.130000+00:00,40.972,143.0035,18.89,4.1,,,,,,,,,,,,,,,35,,False,False,2025-12-12 10:14:33,2025-12-12 10:14:33.110000+00:00,40.971981,143.003337,18.97,4.1
J2025121219235649,2025-12-12 10:23:56.490000+00:00,40.90466666666666,142.96416666666667,17.7,3.8,,,,,,,,,,,,,,,33,,False,False,2025-12-12 10:23:56,2025-12-12 10:23:56.470000+00:00,40.904403,142.964307,17.43,3.8
J2025121220455032,2025-12-12 11:45:50.320000+00:00,40.9675,142.95633333333333,19.99,3.5,,,,,,,,,,,,,,,33,,False,False,2025-12-12 11:45:50,2025-12-12 11:45:50.320000+00:00,40.967265,142.955892,19.95,3.5
J2025121221242487,2025-12-12 12:24:24.870000+00:00,40.97516666666667,143.129,21.43,3.8,,,,,,,,,,,,,,,30,,False,False,2025-12-12 12:24:25,2025-12-12 12:24:24.880000+00:00,40.976949,143.127327,21.38,3.8
J2025121222201040,2025-12-12 13:20:10.400000+00:00,40.894666666666666,142.995,15.25,3.5,,,,,,,,,,,,,,,34,,False,False,2025-12-12 13:20:10,2025-12-12 13:20:10.410000+00:00,40.894336,142.995133,15.14,3.5
J2025121223092571,2025-12-12 14:09:25.710000+00:00,40.9925,142.96816666666666,18.51,4.5,,,,,,,,,,,,,,,25,,False,False,2025-12-12 14:09:26,2025-12-12 14:09:25.710000+00:00,40.993245,142.967887,18.6,4.5
J2025121223093913,2025-12-12 14:09:39.130000+00:00,40.92533333333333,142.91233333333332,19.6,4.0,,,,,,,,,,,,,,,18,,False,False,2025-12-12 14:09:39,2025-12-12 14:09:39.130000+00:00,40.926115,142.912581,19.68,4.0
J2025121301185400,2025-12-12 16:18:54+00:00,40.909666666666666,142.11816666666667,54.67,3.5,,112.0,25.0,299.0,65.0,203.0,3.0,196.0,20.0,82.0,24.0,70.0,93.0,98.0,34,81.0,True,True,,,,,,
J2025121302035358,2025-12-12 17:03:53.580000+00:00,40.927,142.9405,19.83,3.5,,,,,,,,,,,,,,,40,,False,False,2025-12-12 17:03:54,2025-12-12 17:03:53.600000+00:00,40.927478,142.940804,19.7,3.5
J2025121306163732,2025-12-12 21:16:37.320000+00:00,40.915,143.00883333333334,15.54,3.5,,,,,,,,,,,,,,,33,,False,False,2025-12-12 21:16:37,2025-12-12 21:16:37.320000+00:00,40.914974,143.009961,15.73,3.5
J2025121307363627,2025-12-12 22:36:36.270000+00:00,40.92233333333333,143.04616666666666,17.37,3.5,,,,,,,,,,,,,,,29,,False,False,2025-12-12 22:36:36,2025-12-12 22:36:36.280000+00:00,40.922042,143.046631,17.48,3.5
J2025121308414069,2025-12-12 23:41:40.690000+00:00,41.2065,142.62683333333334,41.28,3.8,,,,,,,,,,,,,,,40,,False,False,2025-12-12 23:41:41,2025-12-12 23:41:40.700000+00:00,41.206051,142.627132,41.17,3.8
J2025121314080116,2025-12-13 05:08:01.160000+00:00,41.19533333333333,143.20616666666666,20.67,3.5,,,,,,,,,,,,,,,35,,False,False,2025-12-13 05:08:01,2025-12-13 05:08:01.170000+00:00,41.194751,143.204801,20.63,3.5
J2025121314594183,2025-12-13 05:59:41.830000+00:00,40.98333333333333,142.3225,48.97,4.0,4.3,112.0,27.0,284.0,63.0,20.0,3.0,210.0,18.0,100.0,19.0,72.0,87.0,99.0,33,126.0,True,True,2025-12-13 05:59:42,2025-12-13 05:59:41.830000+00:00,40.982711,142.322054,49.07,4.0
J2025121317450205,2025-12-13 08:45:02.050000+00:00,40.8925,142.94083333333333,16.71,3.6,,,,,,,,,,,,,,,34,,False,False,2025-12-13 08:45:02,2025-12-13 08:45:02.050000+00:00,40.892204,142.94126,16.64,3.6
J2025121320151480,2025-12-13 11:15:14.800000+00:00,40.97666666666667,142.97833333333332,19.78,3.6,,,,,,,,,,,,,,,34,,False,False,2025-12-13 11:15:15,2025-12-13 11:15:14.790000+00:00,40.97618,142.978955,19.78,3.6
J2025121417511988,2025-12-14 08:51:19.880000+00:00,40.73633333333333,142.15683333333334,55.11,3.7,,103.0,30.0,316.0,55.0,202.0,16.0,154.0,21.0,40.0,26.0,77.0,106.0,98.0,38,91.0,True,True,2025-12-14 08:51:20,2025-12-14 08:51:19.890000+00:00,40.736361,142.157585,54.98,3.7
J2025121422494284,2025-12-14 13:49:42.840000+00:00,41.56333333333333,142.10716666666667,53.2,4.2,4.0,107.0,30.0,295.0,60.0,199.0,3.0,186.0,15.0,77.0,20.0,75.0,94.0,97.0,39,113.0,True,True,2025-12-14 13:49:43,2025-12-14 13:49:42.830000+00:00,41.563892,142.106917,53.2,4.2
J2025121423535605,2025-12-14 14:53:56.050000+00:00,40.90983333333333,142.10516666666666,55.14,3.7,,113.0,25.0,309.0,64.0,206.0,6.0,189.0,21.0,72.0,28.0,70.0,97.0,97.0,38,78.0,True,True,2025-12-14 14:53:56,2025-12-14 14:53:56.050000+00:00,40.91016,142.106234,55.11,3.7
J2025121501482786,2025-12-14 16:48:27.860000+00:00,40.88816666666666,143.0345,16.01,3.8,,,,,,,,,,,,,,,32,,False,False,2025-12-14 16:48:28,2025-12-14 16:48:27.850000+00:00,40.888611,143.035303,16.07,3.8
J2025121503092748,2025-12-14 18:09:27.480000+00:00,41.179,142.71066666666667,37.69,4.4,4.3,,,,,,,,,,,,,,40,,False,False,2025-12-14 18:09:27,2025-12-14 18:09:27.480000+00:00,41.179785,142.711361,37.59,4.4
J2025121503105037,2025-12-14 18:10:50.370000+00:00,41.18516666666667,142.70733333333334,36.41,3.6,,,,,,,,,,,,,,,28,,False,False,2025-12-14 18:10:50,2025-12-14 18:10:50.360000+00:00,41.185579,142.708561,36.33,3.6
J2025121508440596,2025-12-14 23:44:05.960000+00:00,42.9315,145.453,42.95,4.1,,,,,,,,,,,,,,,39,,False,False,2025-12-14 23:44:06,,,,,
J2025121518193468,2025-12-15 09:19:34.680000+00:00,41.27933333333333,142.6275,39.93,3.5,,116.0,27.0,294.0,63.0,26.0,1.0,208.0,18.0,93.0,25.0,72.0,89.0,93.0,37,45.0,True,True,2025-12-15 09:19:35,2025-12-15 09:19:34.670000+00:00,41.278882,142.627799,39.97,3.5
J2025121601145906,2025-12-15 16:14:59.060000+00:00,40.92933333333333,142.94266666666667,18.27,3.5,,,,,,,,,,,,,,,40,,False,False,2025-12-15 16:14:59,2025-12-15 16:14:59.060000+00:00,40.930098,142.942643,18.33,3.5
J2025121606444668,2025-12-15 21:44:46.680000+00:00,40.9365,143.0685,16.21,4.1,4.1,,,,,,,,,,,,,,32,,False,False,2025-12-15 21:44:47,2025-12-15 21:44:46.680000+00:00,40.936279,143.069271,15.99,4.1
J2025121610263152,2025-12-16 01:26:31.520000+00:00,40.909,142.105,55.27,3.8,,113.0,21.0,301.0,69.0,204.0,3.0,198.0,24.0,83.0,25.0,66.0,93.0,94.0,36,88.0,True,True,2025-12-16 01:26:32,2025-12-16 01:26:31.540000+00:00,40.909965,142.105192,55.15,3.8
J2025121611453659,2025-12-16 02:45:36.590000+00:00,38.765166666666666,141.70033333333333,99.6,4.5,4.7,167.0,61.0,36.0,20.0,298.0,20.0,156.0,31.0,-48.0,290.0,68.0,-112.0,98.0,34,286.0,True,True,2025-12-16 02:45:37,,,,,
J2025121614385053,2025-12-16 05:38:50.530000+00:00,40.89333333333333,143.05983333333333,15.34,5.3,5.1,60.0,61.0,265.0,27.0,170.0,11.0,19.0,20.0,-59.0,166.0,73.0,-101.0,97.0,32,151.0,True,True,2025-12-16 05:38:51,2025-12-16 05:38:50.530000+00:00,40.892765,143.058512,15.39,5.3
J2025121707283740,2025-12-16 22:28:37.400000+00:00,40.74283333333333,142.14166666666668,54.55,3.8,,110.0,25.0,299.0,65.0,202.0,3.0,192.0,20.0,80.0,23.0,70.0,94.0,97.0,39,118.0,True,True,2025-12-16 22:28:37,2025-12-16 22:28:37.400000+00:00,40.743209,142.14209,54.65,3.8
J2025121718501744,2025-12-17 09:50:17.440000+00:00,41.253,142.48166666666663,44.98,4.8,4.9,107.0,16.0,284.0,74.0,17.0,1.0,198.0,29.0,92.0,16.0,61.0,89.0,95.0,36,191.0,True,True,2025-12-17 09:50:17,2025-12-17 09:50:17.460000+00:00,41.252051,142.481641,44.9,4.8
J2025121810201459,2025-12-18 01:20:14.590000+00:00,40.97766666666666,143.04033333333334,17.85,3.7,,,,,,,,,,,,,,,32,,False,False,2025-12-18 01:20:15,2025-12-18 01:20:14.590000+00:00,40.977913,143.041146,17.79,3.7
J2025121811404196,2025-12-18 02:40:41.960000+00:00,40.89833333333333,143.22783333333334,20.58,3.9,,,,,,,,,,,,,,,37,,False,False,2025-12-18 02:40:42,2025-12-18 02:40:41.960000+00:00,40.897636,143.227409,20.31,3.9
J2025121815483044,2025-12-18 06:48:30.440000+00:00,38.42166666666667,142.212,29.6,3.6,,,,,,,,,,,,,,,40,,False,False,2025-12-18 06:48:30,,,,,
J2025121913583017,2025-12-19 04:58:30.170000+00:00,40.89566666666666,143.222,20.58,3.7,,,,,,,,,,,,,,,37,,False,False,2025-12-19 04:58:30,2025-12-19 04:58:30.180000+00:00,40.895996,143.222119,20.41,3.7
J2025121917355737,2025-12-19 08:35:57.370000+00:00,40.86516666666667,143.04283333333333,13.49,3.8,,,,,,,,,,,,,,,32,,False,False,2025-12-19 08:35:57,2025-12-19 08:35:57.370000+00:00,40.864254,143.043685,12.81,3.8
J2025121921375093,2025-12-19 12:37:50.930000+00:00,40.84483333333333,142.917,15.43,3.9,,,,,,,,,,,,,,,35,,False,False,2025-12-19 12:37:51,2025-12-19 12:37:50.940000+00:00,40.84519,142.916699,15.13,3.9
J2025122003472322,2025-12-19 18:47:23.220000+00:00,40.894666666666666,142.91116666666667,18.0,3.9,,,,,,,,,,,,,,,40,,False,False,2025-12-19 18:47:23,2025-12-19 18:47:23.220000+00:00,40.895345,142.911572,18.02,3.9
J2025122020250701,2025-12-20 11:25:07.010000+00:00,40.845,142.9145,12.01,3.6,,,,,,,,,,,,,,,26,,False,False,2025-12-20 11:25:07,,,,,
J2025122020251175,2025-12-20 11:25:11.750000+00:00,40.89333333333333,142.98266666666666,14.43,3.8,,,,,,,,,,,,,,,22,,False,False,2025-12-20 11:25:12,2025-12-20 11:25:11.730000+00:00,40.89259,142.982096,14.67,3.8
J2025122110290170,2025-12-21 01:29:01.700000+00:00,40.72433333333333,142.25366666666667,51.4,5.6,5.4,104.0,22.0,292.0,68.0,195.0,3.0,189.0,23.0,83.0,16.0,67.0,93.0,93.0,40,235.0,True,True,2025-12-21 01:29:02,2025-12-21 01:29:01.700000+00:00,40.724548,142.255469,51.31,5.6
J2025122204323590,2025-12-21 19:32:35.900000+00:00,41.165333333333336,143.256,17.25,3.8,,,,,,,,,,,,,,,30,,False,False,2025-12-21 19:32:36,2025-12-21 19:32:35.900000+00:00,41.164958,143.256999,17.14,3.8
J2025122208330138,2025-12-21 23:33:01.380000+00:00,39.6335,142.1055,48.63,4.2,4.2,112.0,29.0,302.0,61.0,204.0,4.0,190.0,17.0,75.0,26.0,74.0,94.0,98.0,40,138.0,True,True,2025-12-21 23:33:01,2025-12-21 23:33:01.380000+00:00,39.634074,142.107406,48.58,4.2
J2025122212220181,2025-12-22 03:22:01.810000+00:00,40.829,142.97483333333332,10.38,3.7,,,,,,,,,,,,,,,32,,False,False,2025-12-22 03:22:02,2025-12-22 03:22:01.810000+00:00,40.829321,142.974577,11.4,3.7
J2025122305034928,2025-12-22 20:03:49.280000+00:00,42.325833333333335,143.016,52.27,3.9,,130.0,14.0,262.0,70.0,36.0,14.0,239.0,34.0,116.0,28.0,60.0,74.0,98.0,31,106.0,True,True,2025-12-22 20:03:49,2025-12-22 20:03:49.280000+00:00,42.325041,143.013818,52.25,3.9
J2025122409181845,2025-12-24 00:18:18.450000+00:00,41.17966666666667,142.6355,40.12,3.6,,,,,,,,,,,,,,,38,,False,False,2025-12-24 00:18:18,2025-12-24 00:18:18.450000+00:00,41.17926,142.63374,40.2,3.6
J2025122413043054,2025-12-24 04:04:30.540000+00:00,41.1635,142.78533333333334,31.29,3.7,,,,,,,,,,,,,,,37,,False,False,2025-12-24 04:04:31,2025-12-24 04:04:30.540000+00:00,41.163338,142.785026,31.21,3.7
J2025122601174030,2025-12-25 16:17:40.300000+00:00,41.1675,142.58283333333333,42.41,5.8,5.7,102.0,15.0,293.0,75.0,193.0,3.0,188.0,30.0,85.0,14.0,60.0,93.0,93.0,40,191.0,True,True,2025-12-25 16:17:40,2025-12-25 16:17:40.300000+00:00,41.16674,142.584131,42.45,5.8
J2025122601194948,2025-12-25 16:19:49.480000+00:00,41.1875,142.56933333333333,41.32,4.3,,,,,,,,,,,,,,,29,,False,False,2025-12-25 16:19:49,2025-12-25 16:19:49.470000+00:00,41.188826,142.57041,41.41,4.3
J2025122601254913,2025-12-25 16:25:49.130000+00:00,41.18516666666667,142.59683333333334,42.58,4.5,4.4,123.0,25.0,322.0,64.0,216.0,7.0,197.0,21.0,69.0,39.0,70.0,98.0,95.0,40,74.0,True,True,2025-12-25 16:25:49,2025-12-25 16:25:49.130000+00:00,41.18575,142.598128,42.39,4.5
J2025122709333988,2025-12-27 00:33:39.880000+00:00,42.696333333333335,144.565,55.0,3.6,,,,,,,,,,,,,,,38,,False,False,2025-12-27 00:33:40,,,,,
J2025122712551814,2025-12-27 03:55:18.140000+00:00,42.906333333333336,145.5055,39.54,4.2,4.3,106.0,24.0,267.0,65.0,13.0,7.0,211.0,22.0,110.0,10.0,69.0,82.0,90.0,40,84.0,True,True,2025-12-27 03:55:18,,,,,
J2025123007525581,2025-12-29 22:52:55.810000+00:00,40.88133333333333,142.51933333333332,39.54,3.5,,,,,,,,,,,,,,,40,,False,False,2025-12-29 22:52:56,2025-12-29 22:52:55.800000+00:00,40.881266,142.520443,39.55,3.5
J2025123108513581,2025-12-30 23:51:35.810000+00:00,39.45466666666667,142.58783333333332,30.55,4.6,4.6,,,,,,,,,,,,,,40,,False,False,2025-12-30 23:51:36,2025-12-30 23:51:35.820000+00:00,39.453748,142.585514,30.53,4.6
J2025123123500184,2025-12-31 14:50:01.840000+00:00,39.63883333333333,142.10583333333332,48.37,3.8,3.8,111.0,30.0,305.0,59.0,205.0,6.0,182.0,16.0,67.0,26.0,75.0,96.0,98.0,40,120.0,True,True,2025-12-31 14:50:02,2025-12-31 14:50:01.830000+00:00,39.63903,142.105664,48.47,3.8
J2026010101302196,2025-12-31 16:30:21.960000+00:00,40.9095,143.05566666666667,22.8,4.8,4.8,92.0,9.0,296.0,80.0,183.0,4.0,177.0,36.0,83.0,6.0,54.0,95.0,92.0,35,153.0,True,True,2025-12-31 16:30:22,2025-12-31 16:30:21.940000+00:00,40.910063,143.056104,23.1,4.8
