mag_bin,count_incremental,count_cumulative,count_incremental_ge_mc,count_cumulative_ge_mc,window_name
4.190000000000004,1,22,1,22,full_interevent
4.200000000000004,0,21,0,21,full_interevent
4.2100000000000035,0,21,0,21,full_interevent
4.220000000000004,2,21,2,21,full_interevent
4.230000000000004,1,19,1,19,full_interevent
4.240000000000004,0,18,0,18,full_interevent
4.2500000000000036,0,18,0,18,full_interevent
4.260000000000003,0,18,0,18,full_interevent
4.270000000000004,1,18,1,18,full_interevent
4.280000000000004,0,17,0,17,full_interevent
4.290000000000004,0,17,0,17,full_interevent
4.300000000000004,0,17,0,17,full_interevent
4.310000000000004,1,17,1,17,full_interevent
4.320000000000004,0,16,0,16,full_interevent
4.330000000000004,1,16,1,16,full_interevent
4.340000000000003,0,15,0,15,full_interevent
4.350000000000004,1,15,1,15,full_interevent
4.360000000000004,0,14,0,14,full_interevent
4.370000000000004,1,14,1,14,full_interevent
4.380000000000004,1,13,1,13,full_interevent
4.390000000000004,0,12,0,12,full_interevent
4.400000000000004,0,12,0,12,full_interevent
4.410000000000004,1,12,1,12,full_interevent
4.4200000000000035,0,11,0,11,full_interevent
4.430000000000004,0,11,0,11,full_interevent
4.440000000000004,0,11,0,11,full_interevent
4.450000000000004,0,11,0,11,full_interevent
4.460000000000004,0,11,0,11,full_interevent
4.470000000000004,0,11,0,11,full_interevent
4.480000000000004,1,11,1,11,full_interevent
4.490000000000004,0,10,0,10,full_interevent
4.5000000000000036,0,10,0,10,full_interevent
4.510000000000004,1,10,1,10,full_interevent
4.520000000000004,0,9,0,9,full_interevent
4.530000000000004,0,9,0,9,full_interevent
4.5400000000000045,1,9,1,9,full_interevent
4.550000000000004,0,8,0,8,full_interevent
4.560000000000004,0,8,0,8,full_interevent
4.570000000000004,0,8,0,8,full_interevent
4.580000000000004,0,8,0,8,full_interevent
4.590000000000004,0,8,0,8,full_interevent
4.600000000000004,0,8,0,8,full_interevent
4.610000000000004,0,8,0,8,full_interevent
4.6200000000000045,0,8,0,8,full_interevent
4.630000000000004,1,8,1,8,full_interevent
4.640000000000004,0,7,0,7,full_interevent
4.650000000000004,0,7,0,7,full_interevent
4.660000000000004,0,7,0,7,full_interevent
4.670000000000004,1,7,1,7,full_interevent
4.680000000000004,0,6,0,6,full_interevent
4.690000000000004,0,6,0,6,full_interevent
4.700000000000005,0,6,0,6,full_interevent
4.710000000000004,0,6,0,6,full_interevent
4.720000000000004,0,6,0,6,full_interevent
4.730000000000004,1,6,1,6,full_interevent
4.740000000000004,0,5,0,5,full_interevent
4.750000000000004,0,5,0,5,full_interevent
4.760000000000004,0,5,0,5,full_interevent
4.770000000000004,1,5,1,5,full_interevent
4.780000000000005,1,4,1,4,full_interevent
4.7900000000000045,0,3,0,3,full_interevent
4.800000000000004,0,3,0,3,full_interevent
4.810000000000004,0,3,0,3,full_interevent
4.820000000000004,0,3,0,3,full_interevent
4.8300000000000045,0,3,0,3,full_interevent
4.840000000000004,0,3,0,3,full_interevent
4.850000000000004,0,3,0,3,full_interevent
4.860000000000005,0,3,0,3,full_interevent
4.8700000000000045,1,3,1,3,full_interevent
4.880000000000004,1,2,1,2,full_interevent
4.890000000000004,0,1,0,1,full_interevent
4.900000000000004,0,1,0,1,full_interevent
4.910000000000005,0,1,0,1,full_interevent
4.920000000000004,0,1,0,1,full_interevent
4.930000000000004,0,1,0,1,full_interevent
4.940000000000005,0,1,0,1,full_interevent
4.950000000000005,0,1,0,1,full_interevent
4.960000000000004,1,1,1,1,full_interevent
4.970000000000004,0,0,0,0,full_interevent
0.23,1,2460,0,1048,pre_separator
0.24000000000000002,0,2459,0,1048,pre_separator
0.25,0,2459,0,1048,pre_separator
0.26,1,2459,0,1048,pre_separator
0.27,0,2458,0,1048,pre_separator
0.28,0,2458,0,1048,pre_separator
0.29000000000000004,0,2458,0,1048,pre_separator
0.30000000000000004,0,2458,0,1048,pre_separator
0.31000000000000005,0,2458,0,1048,pre_separator
0.32000000000000006,1,2458,0,1048,pre_separator
0.33000000000000007,1,2457,0,1048,pre_separator
0.3400000000000001,1,2456,0,1048,pre_separator
0.3500000000000001,0,2455,0,1048,pre_separator
0.3600000000000001,1,2455,0,1048,pre_separator
0.3700000000000001,2,2454,0,1048,pre_separator
0.3800000000000001,1,2452,0,1048,pre_separator
0.3900000000000001,1,2451,0,1048,pre_separator
0.40000000000000013,2,2450,0,1048,pre_separator
0.41000000000000014,0,2448,0,1048,pre_separator
0.42000000000000015,0,2448,0,1048,pre_separator
0.43000000000000016,2,2448,0,1048,pre_separator
0.44000000000000017,2,2446,0,1048,pre_separator
0.4500000000000002,1,2444,0,1048,pre_separator
0.4600000000000002,1,2443,0,1048,pre_separator
0.4700000000000002,1,2442,0,1048,pre_separator
0.4800000000000002,1,2441,0,1048,pre_separator
0.4900000000000002,1,2440,0,1048,pre_separator
0.5000000000000002,3,2439,0,1048,pre_separator
0.5100000000000002,3,2436,0,1048,pre_separator
0.5200000000000002,3,2433,0,1048,pre_separator
0.5300000000000002,2,2430,0,1048,pre_separator
0.5400000000000003,3,2428,0,1048,pre_separator
0.5500000000000003,6,2425,0,1048,pre_separator
0.5600000000000003,3,2419,0,1048,pre_separator
0.5700000000000003,4,2416,0,1048,pre_separator
0.5800000000000003,2,2412,0,1048,pre_separator
0.5900000000000003,4,2410,0,1048,pre_separator
0.6000000000000003,6,2406,0,1048,pre_separator
0.6100000000000003,2,2400,0,1048,pre_separator
0.6200000000000003,6,2398,0,1048,pre_separator
0.6300000000000003,7,2392,0,1048,pre_separator
0.6400000000000003,7,2385,0,1048,pre_separator
0.6500000000000004,3,2378,0,1048,pre_separator
0.6600000000000004,9,2375,0,1048,pre_separator
0.6700000000000004,3,2366,0,1048,pre_separator
0.6800000000000004,9,2363,0,1048,pre_separator
0.6900000000000004,10,2354,0,1048,pre_separator
0.7000000000000004,15,2344,0,1048,pre_separator
0.7100000000000004,7,2329,0,1048,pre_separator
0.7200000000000004,14,2322,0,1048,pre_separator
0.7300000000000004,7,2308,0,1048,pre_separator
0.7400000000000004,4,2301,0,1048,pre_separator
0.7500000000000004,15,2297,0,1048,pre_separator
0.7600000000000005,10,2282,0,1048,pre_separator
0.7700000000000005,11,2272,0,1048,pre_separator
0.7800000000000005,10,2261,0,1048,pre_separator
0.7900000000000005,8,2251,0,1048,pre_separator
0.8000000000000005,16,2243,0,1048,pre_separator
0.8100000000000005,11,2227,0,1048,pre_separator
0.8200000000000005,20,2216,0,1048,pre_separator
0.8300000000000005,18,2196,0,1048,pre_separator
0.8400000000000005,18,2178,0,1048,pre_separator
0.8500000000000005,13,2160,0,1048,pre_separator
0.8600000000000005,15,2147,0,1048,pre_separator
0.8700000000000006,14,2132,0,1048,pre_separator
0.8800000000000006,22,2118,0,1048,pre_separator
0.8900000000000006,11,2096,0,1048,pre_separator
0.9000000000000006,14,2085,0,1048,pre_separator
0.9100000000000006,21,2071,0,1048,pre_separator
0.9200000000000006,19,2050,0,1048,pre_separator
0.9300000000000006,13,2031,0,1048,pre_separator
0.9400000000000006,25,2018,0,1048,pre_separator
0.9500000000000006,16,1993,0,1048,pre_separator
0.9600000000000006,19,1977,0,1048,pre_separator
0.9700000000000006,22,1958,0,1048,pre_separator
0.9800000000000006,18,1936,0,1048,pre_separator
0.9900000000000007,17,1918,0,1048,pre_separator
1.0000000000000007,16,1901,0,1048,pre_separator
1.0100000000000007,21,1885,0,1048,pre_separator
1.0200000000000007,18,1864,0,1048,pre_separator
1.0300000000000007,22,1846,0,1048,pre_separator
