event_time,latitude,longitude,depth_km,magnitude,x_m,y_m,dist_mw64_km,dist_mw71_km,hours_since_mw64
2019-07-05 20:36:21.900000+00:00,35.73580579518505,-117.5218851018675,8.11935056,0.93,452807.14361981646,3954771.6323251515,4.321838527984627,7.827894998315699,27.042461111111113
2019-07-05 20:36:32.800000+00:00,35.64123779518505,-117.59617028181292,8.64919697,0.95,446025.9650462821,3944321.3015454626,11.59369585806765,14.975409429021722,27.045488888888887
2019-07-05 20:36:40.800000+00:00,35.74356479518505,-117.53717666284578,6.210451850000001,0.83,451429.0633053968,3955639.657862895,5.861615587664219,6.202160706188174,27.04771111111111
2019-07-05 20:37:19.320000+00:00,35.71755579518505,-117.51462378323328,4.468491050000001,1.39,453453.1572783655,3952744.0376561717,2.3871467438417673,9.612037819456251,27.05841111111111
2019-07-05 20:37:40.160000+00:00,35.59265379518505,-117.58400779039422,3.96767732,1.15,447095.11724321137,3938926.270486983,14.818905904889755,20.37667509174454,27.0642
2019-07-05 20:38:04.560000+00:00,35.64759379518505,-117.5424677391974,7.204821140000001,1.36,450891.8419343531,3944998.0910869436,7.6637562132329355,14.97790285887792,27.070977777777777
2019-07-05 20:38:58.280000+00:00,35.71097179518505,-117.470955307805,2.8354028,1.07,457399.42234453687,3951993.970164653,2.2086421021349483,13.18671379875904,27.085900000000002
2019-07-05 20:39:38.580000+00:00,35.80785979518505,-117.62255731967386,3.4886381,0.54,443754.2456604861,3962816.4238732583,16.352762747290363,4.416966616439097,27.097094444444444
2019-07-05 20:39:41.380000+00:00,35.68979279518505,-117.47077477952465,2.09506946,0.74,457404.4892913085,3949644.9230118576,2.6347386827001076,14.622033382301414,27.09787222222222
2019-07-05 20:40:00.520000+00:00,35.66898379518505,-117.46804727949916,6.094321130000001,0.85,457640.2777138144,3947335.8197315186,4.554697654998025,16.3988953325975,27.103188888888887
2019-07-05 20:40:43.280000+00:00,35.75044579518505,-117.56491116052422,5.615281910000001,1.94,448925.71052451234,3956416.9303931203,8.217013527844545,3.816030365825552,27.115066666666667
2019-07-05 20:41:42.320000+00:00,35.671852795185046,-117.51104848622064,4.62817079,0.83,453750.15901438147,3947673.410240933,3.9091495027133267,13.739416799190767,27.131466666666665
2019-07-05 20:41:54.040000+00:00,35.56291279518505,-117.60566165722902,7.625795000000001,1.48,445113.1969643303,3935639.5843340894,18.653742074672316,23.68790248548052,27.134722222222223
2019-07-05 20:42:28.460000+00:00,35.804884795185046,-117.62945010387097,5.383020470000001,1.31,443129.3792491996,3962490.4381851074,16.577798040239934,4.586376194971568,27.144283333333334
2019-07-05 20:42:53.160000+00:00,35.75100279518505,-117.55688720081746,7.3354682,1.37,449651.5244564156,3956474.5587106002,7.704852115614195,4.28997932154606,27.151144444444444
2019-07-05 20:43:14.800000+00:00,35.56141979518505,-117.60668655022654,7.14675578,1.06,445019.297320806,3935474.569386256,18.843247030424184,23.85798263033671,27.157155555555555
2019-07-05 20:43:46.280000+00:00,35.63787279518505,-117.59786203972205,9.74518064,1.03,445870.5313789604,3943949.0197172374,11.942664614536364,15.352305340754414,27.1659
2019-07-05 20:43:58.760000+00:00,35.56771079518505,-117.60584900115242,6.762072770000001,1.08,445099.49199774454,3936171.8282259535,18.218224181646665,23.157257946834346,27.16936666666667
2019-07-05 20:44:10.720000+00:00,35.67702479518505,-117.45083585895532,5.172533540000001,0.77,459202.0672664788,3948220.360880139,4.928247626129327,16.913136852614517,27.17268888888889
2019-07-05 20:44:39.580000+00:00,35.66673779518505,-117.51850211768743,7.03788323,1.69,453072.6064835189,3947109.6400396386,4.713908835376235,13.882005039683913,27.180705555555555
