interval_label,geometry_type,component_index,ring_type,point_order,x_m,y_m,longitude,latitude
morphology_1h_27,convex_hull,0,exterior,0,441077.42873346177,3930782.684263352,-117.64983950550643,35.51889079518505
morphology_1h_27,convex_hull,0,exterior,1,436142.2911806665,3974766.203420595,-117.70776212190714,35.91512679518506
morphology_1h_27,convex_hull,0,exterior,2,458246.15694311867,3951867.278330178,-117.4615882279563,35.709865795185046
morphology_1h_27,convex_hull,0,exterior,3,463180.5764174934,3933595.450509478,-117.40620539677782,35.54531879518505
morphology_1h_27,convex_hull,0,exterior,4,441077.42873346177,3930782.684263352,-117.64983950550643,35.51889079518505
morphology_1h_28,convex_hull,0,exterior,0,455870.8334172196,3933717.962715537,-117.4868534544965,35.546124795185044
morphology_1h_28,convex_hull,0,exterior,1,446301.0270392924,3935210.005768199,-117.59252638432737,35.55910479518505
morphology_1h_28,convex_hull,0,exterior,2,445019.297320806,3935474.569386256,-117.60668655022653,35.56141979518505
morphology_1h_28,convex_hull,0,exterior,3,435155.8672179601,3938109.672359877,-117.71572921105076,35.58458079518505
morphology_1h_28,convex_hull,0,exterior,4,440354.9653869368,3965885.624342073,-117.66040931381265,35.83532979518505
morphology_1h_28,convex_hull,0,exterior,5,441986.7668951037,3964869.1759327766,-117.64226865538248,35.826263795185056
morphology_1h_28,convex_hull,0,exterior,6,449571.5128068336,3958867.460390458,-117.55792276203853,35.77257279518505
morphology_1h_28,convex_hull,0,exterior,7,457715.1082376003,3952125.667630768,-117.46747239451724,35.71217279518505
morphology_1h_28,convex_hull,0,exterior,8,457737.83222732897,3952091.2873215126,-117.46721937220694,35.71186379518504
morphology_1h_28,convex_hull,0,exterior,9,459202.0672664788,3948220.360880139,-117.45083585895532,35.67702479518505
morphology_1h_28,convex_hull,0,exterior,10,455870.8334172196,3933717.962715537,-117.4868534544965,35.546124795185044
